"HDD65","CDD65","HDD30YR_PUB","CDD30YR_PUB","DOEID","NWEIGHT"
3092,1541,3653,1512,105432,9149.2369314
2496,1797,3082,1319,107542,11009.308008
2977,1797,3052,2207,109903,4056.6533562
2962,1797,3036,1990,116931,4384.7236686
2417,1797,2956,1803,103163,9813.6551414
2483,1797,2915,1775,100148,9174.3159378
1222,2309,1461,1741,102185,8701.0057684
1812,2565,2130,2572,113877,10070.906753
1729,2565,2614,2127,112350,6940.6486721
1455,2565,2308,2157,101685,9548.2272574
1876,2821,2512,2614,112582,8723.1950639
973,3077,1514,2648,100595,13970.887092
430,4101,518,3544,112518,9970.6145535
154,4613,448,3022,103515,12018.557722
1206,4613,1287,3897,101049,8389.7139266
1076,4869,1418,3698,110531,4166.486721
101,4869,224,3960,108937,18949.050915
10493,6,10581,0,109187,858.05138476
10496,6,10166,24,112487,525.9518512
10505,6,10201,19,116677,660.42108167
10523,6,10501,0,112123,858.05138476
10508,6,10020,14,117224,1113.1721574
10513,6,10066,39,109722,660.42108167
10492,6,11025,0,114113,705.21081909
10494,6,10108,33,103073,910.82076371
10506,6,10391,0,105529,764.74720574
10505,6,10591,0,106255,660.42108167
10488,6,10395,11,100613,856.04019311
10083,6,10158,38,111183,705.93223725
10553,6,10133,0,106145,867.07400726
10496,6,10659,0,107148,599.58976177
10500,6,10970,0,107828,705.21081909
4279,262,4408,175,104398,8616.2653688
4657,262,4869,192,117333,5017.0781919
9415,518,9262,456,113173,1433.3882212
9413,518,9489,419,108682,730.48461623
8178,518,8531,518,115379,6308.7590718
7349,518,7947,346,102266,10624.760396
9413,518,9349,441,108190,1209.2372585
9414,518,9195,466,103484,973.34857849
9413,518,9159,472,100921,571.31652632
6381,518,6819,431,100883,9755.54883
9414,518,9467,422,115936,1370.0894629
8271,518,8472,477,111152,5498.5204891
9415,518,9434,428,106748,587.36160037
9414,518,9087,484,111704,912.52041027
9413,518,8851,522,111320,904.33719702
9413,518,9447,425,101315,1209.2372585
7320,518,7894,357,110379,10115.866052
9413,518,9050,490,112783,1306.5026493
9415,518,9212,464,107053,1186.5924744
9413,518,9370,438,104840,898.58814794
9412,518,9480,420,102043,489.90192933
9415,518,9091,483,115135,1705.8049073
9412,518,9324,445,102388,1150.176842
9414,518,8867,520,109867,954.63200233
5671,774,5752,721,111999,2744.7955161
5961,774,6417,587,105034,4045.8217927
5015,774,5590,618,116225,6495.7110198
6329,774,6838,595,100045,12620.001825
5571,774,6115,640,107107,9777.6608593
6257,774,6743,463,106021,8786.9415139
5449,774,5522,818,107926,2043.2042328
2161,774,1949,769,109250,5313.6584358
5774,774,6634,453,109327,3285.2888432
6055,774,6652,484,110747,8122.3884542
5016,774,5459,652,102068,3511.0344829
6388,774,6578,629,114252,5224.9853876
6269,1030,6345,963,103720,3196.2811163
6962,1030,7137,845,106636,1886.2006205
5110,1030,5461,936,102723,10164.026164
5181,1030,6210,590,110202,13855.027803
4066,1286,4734,1077,107178,5664.0318382
4212,1286,4781,1132,106699,3232.6509891
4174,1286,4978,1058,110829,3208.578511
4343,1286,4512,1388,101488,4738.8191946
3901,1286,4486,1087,107460,9975.8369807
4920,1286,5253,1329,110357,4810.8748396
4304,1286,4480,1344,101723,8410.4318082
4803,1286,5420,1149,108885,7398.7861052
4358,1286,5148,940,105113,9894.5247684
4191,1286,4912,1078,101547,1860.6050611
3842,1286,4843,965,108166,8009.2601583
4120,1286,4540,1217,111557,5758.5581704
4386,1286,5258,908,103070,6918.2000099
3638,1286,3991,1260,103291,4835.8338212
4348,1286,5189,928,102563,5889.1455928
4398,1286,5141,971,116081,5315.7872384
4477,1286,5201,1052,100413,8056.9335438
3971,1542,3669,1967,116814,8803.2960103
2999,1542,3412,1599,114746,8846.9318067
3488,1542,3760,1548,117573,5886.8300703
3370,1542,3891,1602,109832,5000.563015
3570,1542,4246,1326,102987,5259.210237
3073,1798,3309,2041,101472,2995.028447
2531,1798,2900,1959,118440,6685.1538408
2558,1798,2455,1538,116215,7256.0078358
2395,1798,2960,1801,111223,8765.079468
1594,1798,2240,845,115967,9255.0444508
1286,1798,1539,1274,106207,15233.606282
2558,1798,2467,1531,108748,7879.7485897
2976,1798,3113,2162,103348,4056.6533562
3067,1798,3378,2000,115216,8015.0756151
2148,2054,3006,1627,103486,5542.7120438
2096,2054,2655,1928,101409,5335.661356
1076,2054,1085,1744,100124,10019.877635
3177,2054,3638,2001,111537,8176.6609689
1781,2310,2318,2119,114836,9168.8237802
2432,2310,2791,1866,115535,8637.2448044
1682,2566,2066,2678,109644,5101.9834705
2026,2566,2412,2512,111339,8284.0208963
1847,2822,2314,2494,109293,12575.677111
1651,3590,1653,3005,110873,3966.1388584
885,3590,1419,2943,100550,17918.807675
1084,5126,1111,4718,103816,4882.1754132
10470,7,9731,0,106495,728.0006903
10476,7,10313,3,103318,822.27425417
10471,7,10226,68,107436,774.41807354
10468,7,9471,26,111207,826.24273091
10480,7,10265,10,109766,870.44467945
10469,7,10400,10,102833,702.74755282
7722,7,7267,0,113317,848.72938409
10471,7,10444,4,117226,770.76920537
10468,7,9857,0,103823,930.57489704
4867,7,4708,39,100208,4488.4576359
10468,7,10154,22,113832,783.22901531
10470,7,10055,37,100305,834.22646403
10473,7,10538,0,115187,869.99886756
6291,263,7158,71,107739,3801.3531772
4353,263,4699,193,116562,4483.5341155
7462,263,7748,245,102428,1768.0900712
4278,263,4470,154,107644,8578.9586752
9412,519,9295,537,118315,743.5011895
7315,519,7890,326,118353,2595.1930023
6965,519,7446,383,112132,2411.0140043
7280,519,7821,461,114380,1108.325853
6819,519,7751,235,105298,4506.5409471
5695,775,6580,397,106273,4129.3307208
5631,775,6192,486,111655,7213.9914559
5842,775,6418,560,113755,7773.5060908
6095,775,6391,720,109231,8077.8025576
7413,775,8471,430,106141,6218.7051387
6327,775,6413,690,108041,9043.3117183
4939,1031,5573,810,117139,5173.9919019
4903,1031,4264,1503,110985,7831.0268959
7067,1031,7798,673,113005,3886.7898608
4848,1031,5749,713,100501,3779.0682495
7095,1031,7840,665,105121,1763.7556507
5476,1031,6277,761,116679,17259.090663
4711,1287,4861,1334,109157,6321.8069077
4168,1287,4914,1116,111255,2602.9876437
4423,1287,5560,845,103313,5721.8216216
4170,1287,4909,1079,118142,2265.9997047
3444,1287,3982,1200,116388,10236.00265
4040,1287,4839,1052,104363,3390.8553598
1010,1287,1190,1153,102941,17437.033196
4378,1543,4369,1720,115153,5670.4951437
3082,1543,3094,2050,113138,8713.578609
2995,1543,3655,1478,111979,7400.2123487
2871,1543,3258,1474,108258,10413.856252
3234,1543,4078,1292,111507,5234.6774519
3765,1543,4886,1126,116670,4206.3895055
2525,1799,3345,1614,114235,7709.5518465
1400,1799,1892,1802,101758,9813.3133143
2423,1799,3029,1761,104900,9099.8569451
2665,1799,2839,1950,117688,7939.8351902
2376,1799,2820,1709,101183,12531.086253
2661,1799,2938,1886,100247,6152.3501904
2156,2055,2770,1933,117598,8923.7473308
1733,2567,2400,2293,111602,10431.476312
1169,2823,1579,2309,116342,13040.016323
2,3335,0,3393,114114,1830.5578897
1480,3847,1536,3128,115274,4253.3314719
1480,3847,1675,2966,100355,7489.0402457
101,4871,195,4039,106659,7993.8355018
103,4871,277,3384,116400,14398.598684
361,4871,714,3936,113829,11456.697297
965,5127,1184,3977,117567,4528.4871392
6874,8,6859,0,102391,931.6750875
4309,264,4797,202,114064,5951.1503228
4294,264,4588,200,111391,6966.7015814
7466,264,7844,226,108527,2162.4151113
4290,264,4541,227,106893,7160.1722575
4689,264,4352,398,103812,5534.7389707
8001,264,8370,163,108529,2291.006709
7435,264,6891,385,101807,2284.331527
8727,264,8898,261,100862,1062.2176676
7277,520,7549,439,112304,1030.5031234
7318,520,7898,356,111180,8834.0537628
7277,520,7485,451,107507,1990.8846157
7319,520,6938,424,104300,11772.332427
7355,520,7315,449,112050,9544.8728815
7321,520,7500,487,116184,11064.166415
7320,520,7095,501,112254,14295.794535
9409,520,9669,355,102614,962.19971075
6186,776,7147,414,104391,4548.5877832
5665,776,5618,754,118421,3351.8071185
5994,776,6777,509,112578,5789.3272216
6325,776,6680,630,115877,5424.6605329
5667,776,5780,855,100152,7780.58211
6330,776,6616,660,104237,4482.8529059
5967,776,6322,489,110047,1719.8988243
5670,776,6946,411,105352,3954.5330773
5990,776,7079,365,106550,7773.6784722
5888,1032,6459,778,107496,9652.6578288
4826,1032,4286,1396,116436,4842.4181447
5179,1032,7165,331,104600,6613.6077529
5043,1032,5598,812,114520,7725.4825884
4833,1032,4884,891,101641,7305.5694985
6214,1032,6802,898,117262,3605.8912517
6149,1032,6356,1031,113178,4045.0273904
4937,1032,5527,844,114031,6210.4637928
4984,1032,5849,856,116762,4907.5133211
7097,1032,7844,664,108495,1655.4449647
7086,1032,7925,648,111022,1418.7586087
4879,1032,5848,517,101176,4466.1402525
4175,1288,5058,1034,116173,2527.8105697
3859,1288,4233,1410,106900,4075.8056787
4289,1288,5401,816,111875,5616.4682421
3158,1288,3638,1451,108692,7758.3903598
1269,1288,1085,1286,101236,8635.604089
3450,1288,4167,1135,112088,10734.445817
4277,1288,4827,979,102458,6390.1646483
4345,1288,5164,913,111776,4550.732671
4623,1288,4644,1403,101663,8451.6783832
4418,1288,5438,944,114764,5917.5187102
3780,1544,4895,1123,115302,3861.3432047
3656,1544,4800,1152,105361,5865.1328893
3111,1544,3382,1701,116186,10068.98347
3183,1544,3183,1992,109476,4696.8857721
3500,1544,3892,1497,108909,3866.5426492
3827,1800,4248,1375,118356,13254.208284
2478,1800,2932,1765,103434,5410.0936515
2487,1800,2993,1729,109313,12202.568084
2555,1800,2858,1414,102273,10743.422413
3009,1800,3084,2184,116290,4444.48334
1768,2056,2692,1716,107712,9588.3420753
2149,2056,2912,1757,106758,8901.1990161
1363,3080,1611,2914,113390,11574.717458
761,3592,1184,3243,110876,5015.3619827
1204,4616,1193,3963,100819,4146.7631319
138,4616,220,3907,109185,13904.179241
138,4616,266,3787,115264,11388.401145
101,4872,237,3725,118052,8136.2855233
10230,9,10032,39,115113,1033.387062
8524,9,8837,0,112480,900.04343339
15226,9,14064,34,118000,1308.6455536
8524,9,8822,0,103329,573.91173454
7433,265,6906,382,107362,1930.8739436
4347,265,4761,173,117105,4976.713566
8224,265,7723,382,103111,682.99688748
6774,265,6964,290,111897,3997.3361477
8728,265,9538,144,111656,1316.9723716
7276,521,7688,411,113388,1019.8108721
8261,521,8381,493,101523,3777.4103255
6885,521,7915,321,113473,2417.4847644
8258,521,8525,468,110596,6334.3990066
7005,521,7643,374,107430,1498.9211299
6874,521,7251,284,107800,1118.5170133
7097,521,7571,388,101677,2305.2338606
6967,521,7324,408,110126,2432.3231387
6389,521,6932,376,114208,12019.191609
6234,777,6761,580,116874,10749.718342
6218,777,6763,634,106800,5174.4968683
7464,777,7853,639,101430,6999.1180644
6235,777,6665,655,115977,4683.5015577
6535,777,6640,809,101426,8664.3314928
6095,777,6699,649,101060,9571.2672218
6007,777,6755,514,111229,10828.311578
6250,777,6937,657,110861,13060.489345
6165,777,6447,619,104899,4768.526374
5995,777,6593,551,110406,7368.2177979
5659,777,5739,721,115590,4310.0845549
6162,777,6812,448,109440,4066.0279354
4317,1033,4713,946,112608,5837.6022512
5178,1033,6080,621,108119,13912.279308
4704,1033,5190,842,103437,5013.4339581
7093,1033,7924,649,117842,1457.1557945
5178,1033,6266,576,115221,7040.5227418
5215,1033,6123,586,102767,12425.564467
4658,1033,4636,1161,117486,8919.7984623
4876,1033,6060,462,110071,3262.3687303
5116,1033,5807,919,103953,4193.7742883
5155,1033,6005,687,109909,6729.2958665
5462,1033,6227,773,117277,13398.204533
4949,1033,5821,754,104565,4868.4898789
5468,1033,6194,781,110771,12993.734885
5178,1033,6258,578,101408,11420.632931
5178,1033,6311,566,117147,12867.739389
5178,1033,5976,646,110670,12503.128643
5178,1033,6237,583,104453,10241.013562
4549,1033,4589,1176,108328,5796.2136584
5178,1033,6246,581,118291,7189.7102594
5567,1033,6100,679,105721,7734.5756536
5178,1033,6354,555,101246,7653.3153034
4232,1033,4357,1032,114501,4286.0497732
4426,1289,5334,926,110728,6878.0306623
2160,1289,3186,989,114917,7880.8050596
4340,1289,4290,1495,113740,12050.467314
5067,1289,4597,1663,109850,4868.4557632
4166,1289,4771,1160,101028,3681.8385931
4346,1289,5229,946,105925,4585.024464
4180,1289,3773,1805,104073,5454.3945417
4123,1289,5074,1046,106140,9277.8525162
4793,1289,5095,1291,111434,7972.0762532
5050,1289,5301,1301,107997,4127.7641135
4167,1289,4772,1160,112512,3681.8385931
3336,1545,3410,1900,113275,5000.563015
3483,1545,4573,1221,118364,5190.6716075
3764,1545,4842,1139,118130,7070.9793734
3557,1545,4514,1152,104769,2897.0901542
2654,1801,3468,1514,106338,6497.5894524
2966,1801,3140,2143,102186,3974.9906538
2653,1801,3138,1807,109067,7900.6469306
2678,1801,3058,1850,108071,6855.5697556
2131,2057,2447,2077,113034,10118.534153
3369,2313,3678,1931,102468,10372.465637
1317,2313,1557,1687,108077,12294.287163
2060,2313,2400,2560,111714,10077.646901
3347,2313,3680,1883,106424,12369.81763
984,3081,1359,2610,100840,13447.917847
1152,3593,1936,2685,111789,7774.2690583
1097,3593,1802,2635,104335,6883.0179449
734,3849,1227,3166,115715,9915.3218931
381,3849,582,3263,104841,10439.113112
312,4105,484,3435,111903,11201.305721
369,4361,554,3575,104059,17003.563735
137,4617,210,3934,107986,15142.142538
1203,4617,1274,3931,110041,4986.4351718
110,4873,137,4104,115551,12159.623322
102,4873,187,4168,107109,13187.269128
100,4873,234,3933,100074,10620.352709
4548,10,4906,5,107802,5367.5279006
8021,10,7708,127,106391,5732.5546537
2334,266,3530,33,117926,14322.874939
8366,266,8300,305,115695,11021.964941
4619,266,4771,252,112625,5024.6621006
4343,266,4674,201,113712,8194.6196404
4326,266,4599,171,107821,5999.885324
4290,266,4224,238,109369,6623.9491676
4272,266,4266,224,105161,7830.7101358
4285,266,4379,281,108277,6948.6987132
4299,266,4485,234,111030,5590.1702098
6873,522,7338,313,108112,3735.2462627
6638,522,6740,601,116663,4472.5055461
8936,522,9544,380,103192,1380.928868
5717,522,6173,436,103668,8119.0872485
6874,522,7286,277,116960,1070.1482575
6983,522,7427,387,113728,2305.2338606
7398,522,8456,269,106988,2542.0375177
7272,522,7536,441,107617,1025.7852595
6471,778,7070,612,110744,8076.3511527
7336,778,7560,695,112236,5783.0380686
5903,778,6893,496,104207,9041.5578825
6079,778,6779,514,101774,4135.578593
2170,778,2252,420,118133,8848.2383821
6869,778,7133,701,103430,3905.7519051
6210,778,6731,466,104737,7263.738747
5662,778,5461,795,118369,4094.3150835
6263,778,6507,636,103726,4886.4208265
6129,778,6966,512,110856,16354.683832
7789,778,8551,469,118188,1665.8322315
6535,778,6777,682,105911,1671.9170766
6391,778,6440,661,106508,5153.310621
6123,778,7648,373,102350,7783.5436358
6533,778,7015,726,113081,11181.098216
6369,778,6893,667,107967,9609.2886409
7084,1034,7765,679,105334,3361.7320612
4545,1034,5022,1007,111444,4662.9959961
7084,1034,7705,691,115819,3163.8357639
4590,1034,4958,1026,115179,4913.833576
7094,1034,8030,628,102453,945.86892939
5344,1034,5911,723,109467,6549.0320452
7090,1034,7873,658,116055,1720.3987952
7098,1034,7767,679,114472,1042.1680925
5544,1034,6191,657,102331,8840.7057422
4947,1034,5656,775,111191,6467.1013106
4894,1034,4986,1027,102529,8048.6175407
5061,1034,5233,1268,113726,8210.6531002
4165,1290,4857,1133,101766,6716.6719683
3634,1290,4155,1200,101040,7183.3514532
3440,1290,4065,1201,102854,6492.3217285
5834,1290,6250,1092,113714,8093.3106487
5332,1290,5688,1001,112972,4272.1161267
2381,1290,2358,411,102679,8307.0848571
4166,1290,4777,1119,115256,3905.3741409
3463,1290,4225,1115,102156,8281.6843053
926,1290,1268,860,112153,9083.0932837
4224,1290,4858,1072,104135,3227.8752514
4092,1290,4396,1269,103553,4255.2807732
4222,1290,4873,1103,102531,3052.2363418
3490,1546,3747,1553,116520,2044.5569311
3301,1546,4466,1101,110891,6925.9527471
3967,1546,3766,1916,117900,8129.1460833
4227,1546,4650,1259,104616,4764.9638783
3305,1546,3690,1544,114952,7100.3612384
4577,1546,5004,1450,110815,4749.0704896
2409,1802,3128,1705,104432,7495.6281983
2469,1802,2762,1892,104768,16403.493606
2474,1802,2921,1772,113264,12224.167086
3233,1802,2751,1943,104285,5749.9648782
2157,2058,2798,1830,110557,11404.158779
2139,2058,3040,1609,111804,5306.3908195
1902,2570,2199,2655,103817,7679.196343
2000,2826,2590,2310,116070,11710.922654
1899,2826,2633,2419,110964,15610.041316
4,3082,27,2463,109856,1802.2631036
1152,3594,1864,2786,105168,6958.5593291
145,4618,278,3904,112130,19799.749418
100,4874,179,4144,111283,8152.0341883
8995,11,8127,57,108608,578.5425442
8914,11,9111,0,114725,862.7570041
8914,11,8871,21,106852,958.20469636
4761,11,4827,2,105247,5867.8824334
8914,11,8814,31,117556,1070.2784197
10046,11,9457,30,102589,1028.5609727
6278,267,7054,93,112161,4110.3839333
4342,267,5385,111,117421,4739.2001248
2333,267,3452,66,114711,11919.374972
4651,267,3864,338,113754,4001.9778272
4293,267,4330,202,113330,9093.5719808
6799,523,6801,438,101831,7902.0367142
8498,523,8457,532,101469,5427.2528015
5716,523,6259,415,109230,4810.5520192
6382,523,6998,292,117800,11503.256729
8929,523,9379,406,107683,856.68877866
5718,523,6277,411,106621,7078.45425
6040,779,6775,456,110244,7946.0416838
6487,779,7028,621,101577,3078.9741633
6219,779,7070,567,107732,8095.0488912
7552,779,7440,771,115522,7349.0571204
5675,779,6376,536,118324,3585.938601
6235,779,7056,570,105299,10156.614763
4688,1035,5345,809,107814,6880.4713528
6149,1035,6036,1108,112245,6106.237454
7064,1035,7677,697,103665,2129.227989
4618,1035,5235,943,108655,5571.3693261
6151,1035,6377,1026,103756,4719.272603
5411,1035,6098,731,104169,3585.938601
1019,1035,1380,700,101610,15672.599437
5087,1035,5683,683,113759,7770.26056
4980,1035,5561,785,108738,6087.2648484
4231,1291,4840,1004,106378,8203.5572123
5264,1291,5121,1113,107563,5353.6084347
3747,1291,4289,1134,114778,6567.2069576
5199,1291,5158,1103,103123,5446.5023625
3732,1291,6332,302,108965,6569.1090362
4324,1291,4940,1184,115157,8890.9649985
4231,1291,4860,998,105767,12861.631975
4573,1547,5033,1441,117683,8445.0796937
3558,1547,4515,1152,114224,3208.3293189
3528,1547,4102,1506,112145,4784.1054598
3798,1547,4503,1257,110966,5026.4998341
3564,1547,4544,1150,116275,2469.6193385
2437,1803,2767,1882,108541,9012.2971458
2485,1803,3234,1247,101572,5804.0086361
1283,1803,1607,1209,113360,14210.376104
2705,1803,2966,1831,109346,6096.9984782
3176,2059,3538,2058,117856,5617.3044451
2357,2059,3366,1607,115703,6621.624547
1492,2059,1824,1752,105211,10325.807506
2607,2059,3055,2092,115684,5351.0024156
2262,2059,2148,1718,114465,15097.821522
2211,2059,2576,2148,112051,5169.6205675
2084,2059,2811,1726,106038,6870.3567308
2857,2059,3330,2004,101731,6063.1717245
2315,2059,2674,2158,104800,4778.8111934
2103,2571,2417,1955,102639,10292.336126
1867,2571,2148,2361,111353,9959.8426253
2320,2827,2899,1959,103743,4394.3498476
1103,3339,1528,2836,101443,9027.5827348
1120,3339,1369,3152,112474,8950.6678663
1183,3339,1418,3301,100999,9666.4160135
165,4619,282,3949,114305,10780.244385
99,4875,169,4172,117438,16612.718409
100,4875,175,3883,105297,14537.944159
101,4875,179,4189,115022,18850.94706
101,4875,168,4112,105463,15084.900919
101,4875,203,4123,115786,17026.056503
100,4875,172,4100,118032,11231.627929
99,4875,224,4019,108336,9864.9410346
4506,12,4827,29,101915,5482.6700265
4432,12,4415,8,118113,10138.405904
4413,12,4339,34,117351,12017.225605
4418,12,4205,79,110324,11247.988172
8003,12,6412,266,117057,3191.699674
4736,12,4723,34,114061,5311.452486
3523,268,5007,0,108616,12130.916276
7429,268,7111,338,104838,3754.6141159
4289,268,4306,210,110215,6115.9807751
6218,268,6258,431,114329,1938.892471
4705,268,4046,506,101021,5035.6845889
7460,268,7758,243,113006,1967.4611403
8256,268,6761,582,116909,4511.5430818
2069,524,2577,171,105303,11076.134221
6637,524,6894,567,100976,2287.1370376
