"HHSEX","HHAGE","EMPLOYHH","EDUCATION","SDESCENT","HOUSEHOLDER_RACE","NHSLDMEM","NUMCHILD","NUMADULT1","NUMADULT2","ATHOME","MONEYPY","ZATHOME","ZEDUCATION","ZEMPLOYHH","ZHHAGE","ZHHSEX","ZMONEYPY","ZNHSLDMEM","ZNUMADULT1","ZNUMADULT2","ZNUMCHILD","ZSDESCENT","ZHOUSEHOLDER_RACE","DOEID","NWEIGHT"
1,71,3,2,0,1,1,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0,1,1,110455,6423.3778229
1,71,2,5,0,2,1,0,0,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,115793,8436.5531885
2,71,3,4,0,1,1,0,0,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,106633,5488.0225267
1,71,3,3,0,1,1,0,0,1,5,6,0,0,1,0,0,0,0,0,0,0,0,0,116247,10455.210099
2,71,3,1,0,6,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,105330,8258.2407851
2,71,3,2,0,1,1,0,0,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,115817,5480.2823496
1,71,3,4,0,1,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,105867,8038.5479099
2,71,2,3,0,1,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,105247,5867.8824334
2,71,3,4,0,1,1,0,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,115853,5004.4538666
1,71,3,1,0,1,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,108230,11155.43643
1,71,1,3,0,1,1,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,1,112006,24495.630428
2,71,2,3,0,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,114301,3203.3865656
1,71,3,5,0,1,1,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,113158,3347.1181547
1,71,3,3,0,1,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,108492,8558.0373512
1,71,1,2,0,1,1,0,0,1,2,16,0,0,0,0,0,0,1,1,0,1,0,0,110426,2582.0252395
2,71,3,3,0,1,1,0,0,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,100388,2111.6118396
1,71,3,3,0,1,1,0,0,1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,100348,8993.0313061
2,71,3,2,0,1,1,0,0,1,5,14,0,0,0,0,0,1,0,0,0,0,0,0,100546,5764.7980205
1,71,3,1,0,2,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,102751,10693.053557
1,71,3,2,0,2,1,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,114272,10294.276303
1,71,3,2,0,1,1,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,107087,6237.0453157
2,71,3,4,0,1,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,115429,7571.7564681
2,71,3,3,0,1,1,0,0,1,5,16,0,0,1,0,0,0,0,0,0,0,0,0,110503,3423.5336522
1,71,3,4,0,1,1,0,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,104284,15538.386199
2,71,3,5,0,2,1,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,115844,7228.6885425
2,71,3,3,0,4,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,113011,2003.4842648
1,71,3,3,0,1,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,110082,5886.8300703
1,71,2,4,0,1,1,0,0,1,5,13,0,0,0,0,1,0,0,0,0,0,1,1,104756,8185.5659998
1,71,3,2,0,1,1,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,111094,980.43806114
2,71,3,3,0,1,1,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,115947,7002.632381
1,71,3,2,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,105791,12737.974469
2,71,3,4,0,1,1,0,0,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,115578,9878.364048
2,71,3,3,0,1,1,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,110792,12289.064056
2,71,3,2,0,1,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,107391,4931.3241986
2,71,2,5,0,1,1,0,0,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,100142,7666.1300464
2,71,3,5,0,1,1,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,111914,4021.3731141
2,71,3,4,0,1,1,0,0,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,112438,4961.3221858
1,71,3,5,0,1,1,0,0,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,107697,6259.3864171
1,71,3,3,0,1,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,113715,12616.179828
1,71,1,3,0,1,1,0,0,1,3,14,0,0,0,1,0,1,0,0,0,0,0,0,114028,3221.3326778
1,71,2,2,0,1,1,0,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,104904,4999.9379468
2,71,3,3,0,2,1,0,0,1,4,8,0,0,0,0,0,1,0,0,0,0,0,0,110982,11675.967518
1,71,3,2,0,1,1,0,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,100851,837.4449615
2,71,3,1,0,1,1,0,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,104435,5774.1204124
2,71,3,2,0,1,1,0,0,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,110181,7711.7666949
1,71,1,3,0,1,1,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,105038,7053.1839284
1,71,3,2,0,1,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,115940,7804.8112659
1,71,3,2,0,1,1,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,104145,12774.576403
1,71,3,3,0,1,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,108908,13322.365841
2,71,1,3,0,1,1,0,0,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,116297,847.99347215
1,71,4,3,0,1,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,118035,10933.982891
1,71,3,3,0,1,1,0,0,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,105731,4886.3684653
2,71,3,5,0,1,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,113719,4701.0351805
1,71,3,4,0,1,1,0,0,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,102637,5956.7849012
2,71,3,5,0,1,1,0,0,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,101302,6011.8600451
1,71,3,5,0,2,1,0,0,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,103811,8005.7307297
2,71,3,4,0,1,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,109273,1037.5974715
2,71,3,4,0,1,1,0,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,110021,3688.0370252
2,71,3,4,0,1,1,0,0,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,103746,9807.6507337
2,71,3,4,0,1,1,0,0,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,102182,7673.4206911
2,71,3,3,0,1,1,0,0,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,118053,5807.5627312
1,71,3,3,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,101941,5495.6985109
1,71,4,2,0,2,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,111427,8401.3704418
1,71,3,2,0,1,1,0,0,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,107955,6637.0660801
1,71,3,4,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,109669,11011.418013
1,71,3,5,0,1,1,0,0,1,5,12,0,0,0,0,0,1,0,0,0,0,0,0,111273,4209.0244353
2,71,4,3,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118099,8480.1376572
1,71,3,2,0,1,1,0,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,113858,4988.4688736
1,71,2,5,0,1,1,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,116981,6932.4853489
1,71,3,5,0,1,1,0,0,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,114955,10135.711043
1,71,3,5,0,1,1,0,0,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,118329,4757.1987771
2,71,1,4,0,2,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,114909,1053.2943554
1,71,3,4,0,1,1,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,106555,11869.904845
1,71,3,2,0,1,1,0,0,1,5,4,1,1,1,1,0,1,1,1,1,1,1,1,114140,10928.261352
1,71,3,2,0,1,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,108714,10830.937488
1,71,3,3,0,1,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,101790,876.86654774
1,71,1,2,0,1,1,0,0,1,5,13,0,0,1,0,0,0,0,0,0,0,0,0,108292,8259.0084171
1,71,3,3,0,1,1,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,104406,7503.9762634
1,71,3,4,0,3,1,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,117173,5627.9125732
1,71,3,2,0,2,1,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,116260,10918.470671
2,71,3,2,0,1,1,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,115896,6607.9985766
2,71,3,3,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,101482,9609.559097
1,71,3,2,0,1,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,117359,5492.3992304
1,71,4,1,0,2,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,100384,6979.7965184
1,71,3,4,0,1,1,0,0,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,108663,2079.1309522
1,71,3,3,0,2,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,101226,5456.6357248
2,71,3,3,1,3,1,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,102577,14179.328598
2,71,1,4,0,1,1,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,108921,7506.2068662
1,71,3,3,0,1,1,0,0,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,105784,6375.772062
1,71,3,2,0,1,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,109709,7382.3382244
2,71,3,4,0,1,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,111282,4733.0100217
2,71,2,2,0,1,1,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,1,0,104294,4746.2932716
1,71,3,2,0,1,1,0,0,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,109733,7161.4755679
1,71,3,3,0,1,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,112793,10517.98465
2,71,2,2,0,1,1,0,0,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,108834,4311.2768688
2,71,1,3,0,1,1,0,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,114039,4704.6780499
2,71,3,4,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,111082,3638.6483788
1,71,3,3,1,6,2,0,0,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,115279,4478.1024045
2,71,3,2,0,1,2,0,0,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,112686,1141.6256821
1,71,3,2,0,1,2,0,1,1,5,12,0,0,0,0,0,0,0,1,0,1,0,0,105506,3842.5978584
2,71,3,2,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,104675,3647.963269
1,71,3,5,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,118340,4585.0540528
2,71,3,4,0,1,2,0,1,1,5,13,0,0,0,0,0,0,0,1,0,1,0,0,102492,4828.376091
2,71,3,3,0,1,2,0,0,2,0,12,0,0,0,0,0,1,0,0,0,0,0,0,105509,1621.9745215
2,71,3,5,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,114951,4826.1131917
2,71,3,4,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,111303,3781.0748595
2,71,1,3,0,1,2,0,1,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,100284,6459.7885082
1,71,3,3,0,1,2,0,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,110387,2513.5338098
1,71,3,5,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,112864,6119.9365906
2,71,3,3,0,2,2,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,100755,18391.462335
2,71,3,2,0,1,2,0,0,2,5,13,0,0,0,1,0,0,0,0,0,0,0,0,107241,4269.3279645
1,71,3,3,0,1,2,0,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,107504,3917.4160435
1,71,3,4,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,101418,4747.4217111
1,71,3,4,0,4,2,0,0,2,5,13,0,0,0,0,0,1,0,0,0,0,0,0,104852,1305.065806
2,71,1,3,0,1,2,0,1,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,117623,1060.9186694
2,71,3,5,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,116460,960.43060071
1,71,3,5,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,111156,8164.3493237
2,71,3,2,0,1,2,0,0,2,5,15,0,0,0,0,0,1,0,0,0,0,0,0,111760,6376.1726504
2,71,3,3,0,1,2,0,0,2,5,10,0,0,0,0,0,0,0,0,0,0,0,0,101180,2227.1661825
2,71,2,2,0,1,2,0,0,2,5,15,0,0,0,0,0,1,0,0,0,0,0,0,114653,4850.5941184
1,71,2,3,0,1,2,0,0,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,108429,7729.630058
2,71,3,5,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,104253,1975.1994036
2,71,1,4,0,1,2,0,0,2,5,15,0,0,0,1,0,1,0,1,1,0,0,1,105391,8121.1315235
2,71,3,3,0,1,2,0,0,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,102572,1444.115961
1,71,3,4,0,1,2,0,0,2,5,13,0,0,0,0,0,1,0,0,0,0,0,0,104003,4243.0023889
2,71,3,4,0,1,2,0,0,2,5,14,0,0,0,0,0,1,0,0,0,0,0,0,106380,9662.8820814
2,71,3,4,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,116829,13719.781884
2,71,1,5,1,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,104317,3380.6014483
1,71,3,2,0,6,2,0,1,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,112749,7795.0292201
1,71,3,5,0,6,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,111023,6161.3512676
2,71,3,2,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,117220,6565.7953228
1,71,3,4,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,110452,826.36154036
2,71,3,5,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,107605,5745.7508902
1,71,1,5,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,106237,9809.6080133
2,71,3,2,1,1,2,0,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,101027,14225.858866
1,71,3,3,0,1,2,0,0,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,112619,6379.7424266
1,71,3,3,0,1,2,0,0,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,102093,7071.2910425
1,71,3,3,0,1,2,0,1,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,117254,3229.4868057
1,71,3,4,0,1,2,0,1,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,115077,6348.8792991
1,71,3,2,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,113535,7902.0367142
1,71,3,5,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,107220,8099.4536618
1,71,3,4,0,1,2,0,0,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,104296,4269.3279645
2,71,3,4,0,1,2,0,1,1,5,16,0,0,0,0,0,0,0,1,0,1,0,0,113307,7154.7423414
2,71,3,3,0,1,2,0,0,2,5,9,1,1,1,1,0,1,1,1,1,1,1,1,116806,7815.1701496
2,71,3,4,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,111296,1717.0102949
2,71,3,5,0,1,2,0,0,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,108242,2530.004356
1,71,3,2,0,5,2,0,0,2,5,12,1,0,1,0,0,0,0,1,1,1,0,0,109496,18854.809264
1,71,3,2,0,1,2,0,0,2,5,16,0,0,0,0,0,0,0,0,0,0,1,0,117444,6505.0768364
1,71,3,3,0,1,2,0,0,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,105115,1583.1837784
1,71,3,1,0,1,2,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,111120,6782.6558515
2,71,3,3,0,1,2,1,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,103006,6207.3322635
2,71,3,4,0,1,2,0,1,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,113088,5970.1326508
2,71,3,5,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,110134,4089.0230779
2,71,3,3,0,1,2,0,0,2,5,14,0,0,0,1,0,1,0,1,1,1,0,0,113552,8806.8101283
2,71,1,3,0,1,2,0,1,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,112372,11137.945152
2,71,3,5,0,1,2,0,0,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,116747,2432.8375965
2,71,3,3,0,1,2,0,0,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,102514,4785.4163729
2,71,3,3,0,3,2,0,0,2,5,7,0,0,0,1,1,1,0,0,0,0,0,0,111524,6018.8694238
1,71,3,2,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,117208,9070.0549352
2,71,3,5,0,1,2,0,0,2,5,16,0,0,0,0,0,0,0,0,0,0,0,0,105011,5105.2360167
2,71,3,4,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,110589,5251.6650477
2,71,2,5,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,101354,9456.6495465
2,71,3,5,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,104019,7119.9467036
1,71,1,2,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,113466,11490.639935
1,71,3,3,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,101316,3270.9324953
2,71,3,2,0,1,2,0,1,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,116323,8175.9679461
1,71,3,4,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,113454,9642.686801
2,71,3,5,0,1,2,0,0,2,5,13,0,0,0,0,0,0,0,0,0,0,1,1,104340,6323.1193414
2,71,3,3,0,1,2,0,0,2,5,14,0,0,0,0,0,1,0,0,0,0,0,0,103179,4705.5043452
2,71,3,2,0,1,2,0,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,108328,5796.2136584
2,71,3,4,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,114850,4230.7630636
2,71,3,4,0,1,2,0,0,2,5,16,0,0,0,0,0,0,0,0,0,0,0,0,106209,4812.3211229
2,71,3,3,0,1,2,0,0,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,116038,885.72845775
1,71,3,1,0,1,2,0,1,1,5,9,0,0,0,0,0,0,0,1,1,1,0,0,102667,13528.92422
1,71,3,2,1,1,2,0,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,108672,10682.27034
2,71,3,4,0,1,2,0,1,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,115469,4923.2906762
2,71,3,4,0,1,2,0,0,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,101386,3511.0344829
2,71,3,3,0,1,2,0,0,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,106368,6289.0413226
1,71,3,5,0,4,2,0,0,2,5,16,0,0,0,0,0,0,1,1,0,1,0,0,113432,7904.6103175
2,71,2,5,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,102479,6286.0426225
1,71,3,3,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,110245,3694.8438643
2,71,3,3,0,1,2,0,0,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,103307,3684.8542793
1,71,3,3,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,114240,3775.5213128
2,71,3,3,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,115249,8153.0412886
2,71,3,1,0,1,2,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,101555,4232.7452355
2,71,3,4,0,1,2,0,1,1,5,16,0,0,0,0,0,0,0,1,0,1,0,0,109644,5101.9834705
1,71,2,5,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,115777,4903.1769375
2,71,3,4,0,1,2,0,0,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,105095,2030.5765728
1,71,3,5,0,1,2,0,1,1,5,13,0,1,1,1,0,1,0,0,0,0,0,0,117969,6397.2374107
1,71,3,5,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,112476,3055.0178937
2,71,3,4,0,1,2,0,0,2,5,15,0,0,0,0,0,1,0,0,0,0,0,0,115134,3513.5596821
2,71,3,2,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,110220,6416.7780308
2,71,3,3,0,1,2,0,1,1,5,1,0,0,0,0,0,1,0,1,0,1,0,0,102778,5959.4521606
2,71,3,5,0,1,2,0,0,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,115666,5056.2061431
2,71,3,5,0,1,2,0,0,2,5,16,0,0,0,0,0,0,0,0,0,0,0,0,116564,7011.4472029
2,71,3,5,0,1,2,0,0,2,5,13,0,0,0,1,0,1,0,0,0,0,1,1,103819,6900.3598579
2,71,3,2,0,1,2,0,1,1,5,5,0,0,0,0,0,0,1,1,0,1,0,0,114499,11050.720913
1,71,3,3,0,2,2,0,0,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,115662,5791.1313571
1,71,3,5,0,1,2,0,1,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,102119,4613.8018773
2,71,3,5,0,1,2,0,0,2,5,16,0,0,0,0,0,0,0,0,0,0,0,0,102497,12333.761091
1,71,3,5,0,1,2,0,1,1,5,15,0,0,0,0,0,0,0,1,0,1,0,0,109369,6623.9491676
2,71,1,5,0,1,2,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,108311,6437.986904
1,71,3,3,0,1,2,0,1,1,5,12,0,0,0,0,0,0,0,1,0,1,0,0,101136,6321.7331013
2,71,1,3,0,1,2,0,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,101751,7615.9335475
2,71,3,3,0,1,2,0,1,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,103530,10907.904615
2,71,3,5,0,1,2,0,1,1,5,16,0,0,0,0,0,0,0,1,0,1,0,0,107190,10439.113112
1,71,3,4,0,1,2,0,0,2,5,11,1,1,1,1,0,1,1,1,1,1,1,1,112615,1975.0479272
2,71,3,4,0,1,2,0,1,1,5,8,0,0,0,0,0,0,0,1,0,1,0,0,107137,9935.1186474
1,71,3,3,0,1,2,0,0,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,111637,9093.3051831
2,71,3,2,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,113570,6041.3532019
2,71,3,2,0,1,2,0,1,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,116956,1068.9902377
2,71,3,4,0,1,2,0,1,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,105309,5157.8970546
1,71,3,5,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,103065,3755.4803754
2,71,3,3,0,1,2,0,0,2,5,7,0,0,0,0,0,1,0,0,0,0,0,0,114942,5013.7911547
2,71,3,3,0,1,2,0,0,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,100178,5890.9796678
2,71,3,2,0,1,2,0,0,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,104613,9140.5375235
2,71,3,2,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,114142,10586.022584
2,71,3,1,0,1,2,0,1,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,111499,3992.3697215
1,71,3,2,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,101106,7829.1435947
2,71,1,4,0,1,2,0,0,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,114598,6350.0454085
2,71,3,4,0,1,2,0,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,105179,9137.774735
2,71,3,4,0,4,2,0,0,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,113863,1501.9536958
2,71,3,3,0,1,2,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,108594,6981.4516668
2,71,3,1,0,1,2,0,0,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,107313,4286.0497732
2,71,3,3,0,1,2,0,0,2,3,14,0,0,0,0,0,0,0,0,0,0,0,0,101599,11932.083014
1,71,3,3,0,1,2,0,0,2,5,10,0,0,0,0,0,0,0,0,0,0,0,0,117673,7398.5502527
2,71,3,5,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,114037,5637.6627246
1,71,3,5,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,114784,5625.6735975
1,71,1,3,0,3,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,110412,8050.8390911
2,71,3,3,0,1,2,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,104364,5407.5492546
2,71,3,2,0,4,2,0,0,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,107280,1357.9403443
2,71,3,5,0,1,2,0,0,2,5,15,0,0,0,0,0,1,0,0,0,0,0,0,104338,3522.4093412
2,71,3,3,0,1,2,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,101260,8151.3450856
2,71,3,3,0,2,2,0,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,102077,7308.4926488
2,71,3,3,0,1,2,0,0,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,109270,5793.9782352
2,71,3,2,0,1,2,0,0,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,100270,2538.3314866
2,71,3,5,0,1,2,0,0,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,103592,1938.4262174
2,71,3,4,0,1,2,0,1,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,115055,6767.2776889
